idx,songname,writer,Songname
23335,美丽心情,RURU,MLXQ
23336,雁南飞,影视,YNF
23337,老鹰之歌,保罗西蒙,LYZG
23338,Hes a Pirate,影视,Hes_a_Pirate
23339,my love(修改版）,westlife - 西城男孩,My_love_XGB_
23340,秘密,卡洛儿,MM
23341,君ノ记忆,君ノ记忆,J_JY
23342,朋友,周华健,PY
23343,歌声与微笑,小蓓蕾组合,GSYWX
23344,森林的呼啸,李斯特,SLDHX
23345,come back to me,宇多田光,Come_back_to_me
23346,四季之冬,班得瑞-Bandari,SJZD
23347,Empty Room 空房间（The Daydream.白日梦 选自《白日梦游.Little Comfort》专辑）,The Daydream.白日梦,Empty_Room_KFJ_The_Daydream_BRM_XZ_BRMY_Little_Comfort_ZJ_
23348,勇气-总谱（光良）,光良,YQ_ZP_GL_
23349,不是因为寂寞才想你,T.R.Y,BSYWJMCXN
23350,植物大战僵尸背景音乐泳池白天,xxx,ZWDZJSBJYLYCBT
23351,外国儿童歌曲钢琴曲集111首(096 美丽的梦中人),未知,WGETGQGQQJ111S_096_MLDMZR_
23352,欢迎来到侏罗纪公园（Welcome to Jurassic Park）,影视,HYLD_LJGY_Welcome_to_Jurassic_Park_
23353,从开始到现在（弹唱版）,张信哲,CKSDXZ_DCB_
23354,心中的王子,理查德.克莱德曼,XZDWZ
23355,大头儿子小头爸爸,大头儿子小头爸爸,DTEZXTBB
23356,爱江山更爱美人（弹唱版，李丽芬）,李丽芬,AJSGAMR_DCB_LLF_
23357,粉刷小工人,儿童歌曲,FSXGR
23358,兄弟－钢之炼金术师,动漫影视,XD_GZLJSS
23359,萨拉班德舞曲,巴赫,SLBDWQ
23360,Try~,万梓秋,Try_
23361,升C小调圆舞曲,肖邦-chopin,SCXDYWQ
23362,贝多芬悲怆V3,贝多芬,BDFB_V3
23363,每当我走过老师窗前,董希哲,MDWZGLSCQ
23364,月亮代表我的心（钢琴演奏版）,邓丽君,YLDBWDX_GQYZB_
23365,We Are One （2014世界杯主题曲）,Pitbull    Jenifer Lopez    Claudia Leitte,We_Are_One__2014SJBZTQ_
23366,冷酷到底（羽泉，我是歌手夺冠曲目）,羽泉,LKDD_YQ_WSGSDGQM_
23367,Always with me,千与千寻,Always_with_me
23368,【专辑】Yiruma 李闰珉轻音乐钢琴曲集,Yiruma.李闰珉,ZJ_Yiruma_LR_QYLGQQJ
23369,刀剑神域OP Crossing Field,LiSA,DJSYOP_Crossing_Field
23370,【专辑】《继承者们》 OST. 钢琴谱,继承者们,ZJ__JCZM__OST__GQP
23371,007主题曲,影视,ZTQ
23372,约翰.汤普森现代钢琴教程2（大汤2）_36只会射击的士兵,约翰.汤普森,YH_TPSXDGQJC2_DT2__36ZHSJDSB
23373,小城故事,邓丽君,XCGS
23374,yes_or_no插曲《对视》,Tina&Aom,Yes_or_noCQ_DS_
23375,花好月圆,未知,HHYY
23376,植物大战僵尸（夜间音乐）,游戏,ZWDZJS_YJYL_
23377,快步,布格缪勒,KB
23378,E大调音阶 考级,考级曲目,EDDYJ_KJ
23379,外国儿童歌曲钢琴曲集111首(022 多瑙河之波),未知,WGETGQGQQJ111S_022_D_HZB_
23380,谢谢爱,花园精灵,XXA
23381,Morning has broken, Christian hymn,Morning_has_broken
23382,bressanone,马修连恩,Bressanone
23383,车尔尼849练习曲（钢琴流畅练习曲）NO.24,车尔尼,CEN849LXQ_GQLCLXQ_NO_24
23384,天津快板,郭冬林,TJKB
23385,练习曲OP37NO29,莱蒙,LXQOP37NO29
23386,暴雪恶搞魔兽悲怆,游戏,BXEGMSB_
23387,拜厄钢琴基本教程 NO.36（拜厄练习曲，第36条）,拜厄,BEGQJBJC_NO_36_BELXQ_D36T_
23388,觉醒（欣赏版）——家庭教师,动漫影视,JX_XSB___JTJS
23389,飞鱼（趣味钢琴技巧里的谱）,车尔尼,FY_QWGQJQLDP_
23390,命运第一乐章（双钢琴版，贝多芬）,贝多芬,MYDYLZ_SGQB_BDF_
23391,酸枣刺 考级,冼星海,SZC_KJ
23392,故乡的亲人,杨江,GXDQR
23393,spring,久石让,Spring
23394,草原上升起不落的太阳,美丽其格,CYSSQBLDTY
23395,跑跑卡丁车(双钢琴版),飞腾哈哈,PPKDC_SGQB_
23396,Hello how are you.,MIKU,Hello_how_are_you_
23397,Sunflower,全秀妍,Sunflower
23398,生死相依我苦恋你,共和国之恋,SSXYWKLN
23399,GUMI「Panda Hero」,初音未来,GUMI_Panda_Hero_
23400,富士山下,陈奕迅,FSSX
23401,泡沫美人鱼,徐熙媛,PMMRY
23402,对望（放羊的星星片尾曲）,林志颖,DW_FYDXXPWQ_
23403,台湾的心跳声（蔡依林）,蔡依林,TWDXTS_CYL_
23404,True love,韩日剧,True_love
23405,孤独的牧羊人,影视,GDDMYR
23406,喜羊羊与灰太狼,动漫影视,XYYYHTL
23407,孤星独吟《风云-雄霸天下》插曲,影视,GXDY_FY_XBTX_CQ
23408,我的未来式,郭采洁,WDWLS
23409,外国儿童歌曲钢琴曲集111首（070樱花）,未知,WGETGQGQQJ111S_070YH_
23410,秒速五厘米预告片音乐,动漫影视,MSWLMYGPYL
23411,五月花柱舞（小汤第2册上-9）,约翰 . 汤普森,WYHZW_XTD2CS_9_
23412,【韩国】Nobody(Wonder Girls),wonder girls,HG_Nobody_Wonder_Girls_
23413,死神主题曲—Hanabi,动漫影视,SSZTQ_Hanabi
23414,2分钟冥想音乐(3之3)—雨中漫步,流行追梦人,FZ_XYL_3Z3__YZMB
23415,安慰第三首（李斯特）,李斯特,AWDSS_LST_
23416,快乐的小丑 考级,柯勒,KLDXC_KJ
23417,一个人睡——送给魏晨和所有乐橙,魏晨,YGRS__SGWCHSYLC
23418,Chopin.肖邦 练习曲 Op.25 No.9 童趣,Chopin.肖邦,Chopin_XB_LXQ_Op_25_No_9_TQ
23419,他约我去迪士尼,陈慧琳,TYWQDSN
23420,Top of the World,卡伦·卡朋特,Top_of_the_World
23421,赛马,中国名曲,SM
23422,碎月,飞丝,SY
23423,【宇宙首发】周杰伦 婚礼 背景音乐 改编钢琴版,周杰伦,YZSF_ZJL_HL_BJYL_GBGQB
23424,人鬼情未了,影视,RGQWL
23425,降A大调波兰舞曲-肖邦 考级,肖邦,JADDBLWQ_XB_KJ
23426,车尔尼599 NO.52,车尔尼,CEN599_NO_52
23427,Love The Way You Lie,Eminem & Rihanna,Love_The_Way_You_Lie
23428,快车,娜卡达,KC
23429,When a Child is Born,未知分类,When_a_Child_is_Born
23430,军舰进行曲,影视,JJJXQ
23431,e小调奏鸣曲（H.34）,海顿,EXDZMQ_H_34_
23432,秋日私语,理查德.克莱德曼,QRSY
23433,《天空之城》简单 适合初学者,原曲作者：久石让/歌手：井上杏美,TKZC_JD_SHCXZ
23434,海角七号 钢琴独奏,东来东往,HJQH_GQDZ
23435,春之印记,E大调的天空,CZYJ
23436,童年,罗大佑,TN
23437,白蛇传说 《许诺》 林峰 黄圣依 ,林峰,BSCS__XN__LF_HSY_
23438,Sheeta`s Decision,久石让,Sheeta_s_Decision
23439,草原上的故事,潘一鸣,CYSDGS
23440,默默,飞轮海,MM
23441,天空之城-blueman改编,天空之城,TKZC_bluemanGB
23442,singalongsong (为你写的歌),方大同,Singalongsong__WNXDG_
23443,珊瑚海,周杰伦,SHH
23444,翅膀,林俊杰,CB
23445,丝绸之路,喜多郎,SCZL
23446,はじまりのL -彩云国物语--Lacus版,动漫影视,L__CYGWY__LacusB
23447,植物大战僵尸主题曲,未知,ZWDZJSZTQ
23448,一剪梅-amssen编配版,费玉清,YJM_amssenBPB
23449,外国儿童歌曲钢琴曲集111首（003红梅花儿开）,未知,WGETGQGQQJ111S_003HMHEK_
23450,小汤4 书中的故事,汤普森,XT4_SZDGS
23451,感恩的心,欧阳菲菲,GEDX
23452,清晨,格里格,QC
23453,车尔尼599 NO.83,车尔尼,CEN599_NO_83
23454,小汤第一册上(04莫卡辛软皮鞋舞),约翰 . 汤普森,XTDYCS_04MKXRPXW_
23455,那些年,naxienian,NXN
23456,斗牛士之歌 难度版,比才-Bizet,DNSZG_NDB
23457,陕北民歌主题变奏曲,中国名曲,SBMGZTBZQ
23458,No Game No Life OP,？？？,No_Game_No_Life_OP
23459,小苹果（总谱）,筷子兄弟,XPG_ZP_
23460,假如,信乐团,JR
23461,拜厄73,拜厄,BE73
23462,铃儿响叮当,彼尔朋特,LEXDD
23463,星星交响曲（克莱德曼，钢琴谱）,理查德·克莱德曼,XXJXQ_KLDM_GQP_
23464,凤凰于飞,刘欢,FHYF
23465,隐形的翅膀, 张韶涵,YXDCB
23466,明月几时有,梁弘志,MYJSY
23467,薰衣草,影视,YC
23468,鸟之诗VS.Merry Christmas,坂本龙一,NZSVS_Merry_Christmas
23469,爱向着我来的那天-《魔女幼熙》主题曲,韩日剧,AXZWLDNT__MNYX_ZTQ
23470,《最美的歌唱给妈妈》F调  镁甄钢琴,镁甄,ZMDGCGMM_FD__MZGQ
23471,紫色激情-Purplr Passion,节奏大师,ZSJQ_Purplr_Passion
23472,虫儿飞 四手联弹,中国名曲,CEF_SSLD
23473,掉了（钢琴谱，张惠妹）,张惠妹,DL_GQP_ZHM_
23474,爱的克丽丝汀娜(理查德·克莱德曼_钢琴谱),理查德·克莱德曼,ADKLSTN_LCD_KLDM_GQP_
23475,爱很简单（弹唱版）,陶.,AHJD_DCB_
23476,月光（Moonglow，班得瑞）,班得瑞,YG_Moonglow_BDR_
23477,蒲公英的约定,周杰伦,PGYDYD
23478,秋叶（Autumn Leaves，Yiruma完美演奏版）,Yiruma,QY_Autumn_Leaves_YirumaWMYZB_
23479,寄生兽bgm next to you,Ken Arai,JSSbgm_next_to_you
23480,一直很安静（简易版，阿桑）,阿桑,YZHAJ_JYB_AS_
23481,爱的供养（新版）,杨幂,ADGY_XB_
23482,深蓝,布德 . 瑞赫科,SL
23483,再也没有这样的人 李承哲 《比悲伤更悲伤的故事》主题曲,李承哲,ZYMYZYDR_LCZ__BBSGBSDGS_ZTQ
23484,幸福恋人C调,郑源,XFLRCD
23485,波尔卡舞曲 考级,格林卡,BEKWQ_KJ
23486,仲夏夜之梦,竹昔,ZXYZM
23487,DJMAX First Kiss,游戏,DJMAX_First_Kiss
23488,Wait There,Yiruma,Wait_There
23489,To love you more,席琳·狄翁,To_love_you_more
23490,钢琴手指灵活练习宝典八式  No.4  Chromatic Scale,文武贝,GQSZLHLXBDBS__No_4__Chromatic_Scale
23491,风再起时,张国荣,FZQS
23492,《Rain And Tears》,林文信,Rain_And_Tears_
23493,Thanksgiving 感恩节（选自《December.十二月》专辑）,George Winston.乔治·温斯顿,Thanksgiving_GEJ_XZ_December_SEY_ZJ_
23494,风云钢琴曲-片头曲配乐,佚名,FYGQQ_PTQPL
23495,God Knows（凉宫春日的消失）,平野绫,God_Knows_LGCRDXS_
23496,过云雨（钢琴版，张敬轩）,张敬轩,GYY_GQB_ZJX_
23497,river flows in you,Yiruma,River_flows_in_you
23498,车尔尼599 NO.70,车尔尼,CEN599_NO_70
23499,OnlyMyRailgun (TV size),动漫影视,OnlyMyRailgun__TV_size_
23500,傻痴痴（都市的童话主.曲，黎明）,黎明,SCC_DSDTHZ_Q_LM_
23501,你一定要幸福（弹唱版）,何洁,NYDYXF_DCB_
23502,La Pioggia（久石让纯钢琴专辑《ENCORE》全10首曲谱09）,久石让,La_Pioggia_JSRCGQZJ_ENCORE_Q10SQP09_
23503,忘情水,刘德华,WQS
23504,23划小船（汤普森简易钢琴教程1_小汤1）,约翰 . 汤普森,HXC_TPSJYGQJC1_XT1_
23505,G小调夜曲，Op.15_No.3（肖邦第6号夜曲）,肖邦,GXDYQ_Op_15_No_3_XBD6HYQ_
23506,LIMPID LUSTER(三国无双背景音乐）,动漫影视,LIMPID_LUSTER_SGWSBJYL_
23507,愤怒的小鸟交响曲第二乐章Op.5 no.2,10572578,FNDXNJXQDELZOp_5_no_2
23508,给自己的信,钟舒漫,GZJDX
23509,空之境界 - 杀人考验 - MO1,动漫影视,KZJJ___SRKY___MO1
23510,肖邦升c小调夜曲,肖邦,XBScXDYQ
23511,悔改吧，浪子,赞美诗,HGB_LZ
23512,印象西湖雨,张靓颖,YXXHY
23513,海上钢琴师The Crave(1900版),肖阳,HSGQSThe_Crave_1900B_
23514,Crystal Time （歌之王子殿下角色歌 一ノ.トキヤ）,歌之王子殿下,Crystal_Time__GZWZDXJSG_Y______
23515,叙事曲（初学简易版，肖邦）,肖邦,XSQ_CXJYB_XB_
23516,风之谷,久石让,FZG
23517,刘惜君“怎么唱情歌”,刘惜君,LXJ_ZMCQG_
23518,白十字海之英雄曲-宾克斯的美酒,吴大鹏,BSZHZYXQ_BKSDMJ
23519,土耳其进行曲 n分钟炫技,莫扎特,TEQJXQ_nFZ_J
23520,守侯,林海,SH
23521,冻结,林俊杰,DJ
23522,小瀑布(爵士)The Cascades(Jazz),Scott Joplin,XPB_JS_The_Cascades_Jazz_
23523,黑夜不再来,陈奕迅,HYBZL
23524,卡门幻想曲,卡门,KMHXQ
23525,Must Say Goodbye -韩国电影《触不到的恋人》主题曲,韩日剧,Must_Say_Goodbye__HGDY_CBDDLR_ZTQ
23526,Reflections of Passion,雅尼,Reflections_of_Passion
23527,一代女皇武t天,一代女皇武则天,YDNHWtT
23528,洛列莱,世界名曲,LLL
23529,小河淌水（云南民歌）,云南民歌,XHTS_YNMG_
23530,琵琶语,林海,PPY
23531,我可以抱你吗（弹唱版，张惠妹）,张惠妹,WKYBNM_DCB_ZHM_
23532,牵手主题曲,影视,QSZTQ
23533,车尔尼849练习曲（钢琴流畅练习曲）NO.19,车尔尼,CEN849LXQ_GQLCLXQ_NO_19
23534,浏 阳 河,中国名曲,Y_H
23535,Sleepless Beauty Sacred Air -《万有引力》背景音乐,动漫影视,Sleepless_Beauty_Sacred_Air___WYYL_BJYL
23536,钢琴独奏曲,423abc,GQDZQ
23537,C大调钢琴奏鸣曲 第三乐章 K.545（Mozart.莫扎特）,Mozart.莫扎特,CDDGQZMQ_DSLZ_K_545_Mozart_MZT_
23538,毕业歌,聂耳,BYG
23539,愿永世与共,影视,YYSYG
23540,超唯美 古风歌曲 《蝶恋花》,牛奶咖啡,CWM_GFGQ__DLH_
23541,帕格尼尼狂想曲,帕格尼尼,PGNNKXQ
23542,小赋格,巴赫-P.E.Bach,XFG
23543,Plastic Cake Walk（爵士）,戴维·赫勒韦尔,Plastic_Cake_Walk_JS_
23544,千年缘(单手带歌词),仙剑奇侠传,QNY_DSDGC_
23545,最爱还是你-《终极一家》背景音乐,终极一班,ZAHSN__ZJYJ_BJYL
23546,C大调（张韶涵）,张韶涵,CDD_ZSH_
23547,Chopin.肖邦 练习曲 Op.25 No.6 秋风,Chopin.肖邦,Chopin_XB_LXQ_Op_25_No_6_QF
23548,マトリョシカ 触手猴版,触手猴,CSHB
23549,绿箭香口胶－雨中旋律,欧美经典,LJXKJ_YZXL
23550,AKB48 - 恋するフォ.チュンクッキ.,AKB48,AKB48___L____________
23551,告别时刻,理查德.克莱德曼,GBSK
23552,车尔尼599 NO.92,车尔尼,CEN599_NO_92
23553,彩虹岛---爱丽丝石塔,游戏,CHD___ALSST
23554,5.12---让世界充满爱,郭峰,RSJCMA
23555,最初的声音(ハジメテノオト).初音未来(初音ミク),初音未来,ZCDSY__________CYWL_CY___
23556,1945那年 海角七号插曲,影视,NN_HJQHCQ
23557,let it go 总谱（多种乐器演奏）,伊迪娜.门泽尔,Let_it_go_ZP_DZLQYZ_
23558,不能说的秘密之《情人的眼泪》,周杰伦,BNSDMMZ_QRDYL_
23559,布列舞曲,巴赫,BLWQ
23560,最近我的妹妹有点怪BGM,未知,ZJWDMMYDGBGM
23561,c小调夜曲-遗作,肖邦-chopin,CXDYQ_YZ
23562,幻想即兴曲-rockyou上传版,肖邦-chopin,HXJXQ_rockyouSCB
23563,滨崎步-my all,滨崎步,BQB_my_all
23564,多娜多娜（情调钢琴版）,未知,DNDN_QDGQB_
23565,Because You Live,Jesse McCartney,Because_You_Live
23566,我去向何方伴奏,莫扎特,WQXHFBZ
23567,耿耿于怀,麦浚龙,GGYH
23568,车尔尼599 NO.8-9,车尔尼,CEN599_NO_8_9
23569,祝你生日快乐,世界名曲,ZNSRKL
23570,少年,光良,SN
23571,天鹅湖-先知111版,柴科夫斯基-Peter Ilyich Tchaikovsky,TEH_XZ111B
23572,A Promise（张靓颖《我们说好的》开始一段钢琴曲）,张靓颖,A_Promise_Z_Y_WMSHD_KSYDGQQ_
23573,幻想曲-泰勒曼 考级,泰勒曼,HXQ_TLM_KJ
23574,魔法禁书目录op PSI-Missing,动漫影视,MFJSMLop_PSI_Missing
23575,通天大道宽又阔（西游记续集片头曲）,三叶草,TTDDKYK_XYJXJPTQ_
23576,私奔到月球,五月天,SBDYQ
23577,相见太晚,赵咏华,XJTW
23578,Elizabeth,Ashram,Elizabeth
23579,李斐岚幼儿钢琴教程_56木偶戏 ,李斐岚,L__YEGQJC_56MOX_
23580,魔卡少女樱《友情》钢琴独奏,魔卡少女樱,MKSNY_YQ_GQDZ
23581,斗琴二（不能说的秘密20首钢琴谱精品集，周杰伦）,周杰伦,DQE_BNSDMM20SGQPJPJ_ZJL_
23582,Reason（蓝色生死恋主题曲，又名秋天的童话，完美演奏版）,蓝色生死恋,Reason_LSSSLZTQ_YMQTDTH_WMYZB_
23583,花之泪（Danbi，轻音乐）,danbi,HZL_Danbi_QYL_
23584,SECRET加长快板（不能说的秘密20首钢琴谱精品集，周杰伦）,周杰伦,SECRETJCKB_BNSDMM20SGQPJPJ_ZJL_
23585,烟花易冷（我是歌手林志炫演唱曲目，钢琴版）,周杰伦,YHYL_WSGSLZ_YCQM_GQB_
23586,泡沫（钢琴独奏谱 鸠玖版）,邓紫琪,PM_GQDZP__JB_
23587,滴答（北京爱情故事插曲，钢琴版）,侃侃,DD_BJAQGSCQ_GQB_
23588,童话（MV演奏版，浪客剑心）,光良,TH_MVYZB_LKJX_
23589,喜欢你 弹唱版（我是歌手 邓紫棋）,邓紫棋 黄家驹,XHN_DCB_WSGS_DZQ_
23590,天空之城（初学简易版）,久石让,TKZC_CXJYB_
23591,遇见（简易钢琴曲，现代钢琴基础教程选曲）,孙燕姿,YJ_JYGQQ_XDGQJCJCXQ_
23592,狐狸叫（The Fox，挪威神曲，秒杀鸟叔）,Ylvis,HLJ_The_Fox_NWSQ_MSNS_
23593,牧民歌唱毛主席,中国名曲,MMGCMZX
23594,innocence,艾薇儿,Innocence
23595,Animenzzz动漫钢琴选集,Animenzzz,AnimenzzzDMGQXJ
23596,尘埃（步步惊情 片尾曲）,家家,CA_BBJQ_PWQ_
23597,钢琴手指灵活练习宝典八式,文武贝,GQSZLHLXBDBS
23598,出埃及记(Maksim演奏原版谱),马克西姆-Maksim·Mrvica,CAJJ_MaksimYZYBP_
23599,【专辑】汤普森简易钢琴教程3（小汤3）,汤普森,ZJ_TPSJYGQJC3_XT3_
23600,A.I.N.I. 爱你,邓紫棋,A_I_N_I__AN
23601,鼓浪屿之波,中国名曲,GLYZB
23602,愤怒的小鸟,2,FNDXN
23603,驱魔少年jean to leo,驱魔少年,QMSNjean_to_leo
23604,一步之遥，只差一步（总谱）,卡洛斯.加德尔,YBZY_ZCYB_ZP_
23605,死性不改,boy z,SXBG
23606,时间之路-冒险岛背景音乐,游戏,SJZL_MXDBJYL
23607,世上只有妈妈好C大调（扩排版）,同名电影,SSZYMMHCDD_KPB_
23608,I Remember You（我记得你，爵士版）,Victor Schertzinger,I_Remember_You_WJDN_JSB_
23609,外国儿童歌曲钢琴曲集111首(055 一片丹心),未知,WGETGQGQQJ111S_055_YPDX_
23610,晴天,班得瑞-Bandari,QT
23611,千里之外-(原调),周杰伦,QLZW__YD_
23612,Wonderful a blue world,动漫影视,Wonderful_a_blue_world
23613,下雨天,领艺,XYT
23614,A大调波罗乃兹舞曲,肖邦-chopin,ADDBLNZWQ
23615,外国儿童歌曲钢琴曲集111首(080 羊毛剪子咔嚓响),未知,WGETGQGQQJ111S_080_YMJZ__X_
23616,迷梦之恋,xiaoxinggt,MMZL
23617,托里多进行曲-小提琴二重奏,阿姆布罗西奥,TLDJXQ_XTQEZZ
23618,鬼火,欧阳阳.,GH
23619,斗琴2,未知,DQ2
23620,fate插曲——孤独な巡礼,影视,FateCQ__GD_XL
23621,约翰.汤普森现代钢琴教程2（大汤2）_16淘气包,约翰.汤普森,YH_TPSXDGQJC2_DT2__16TQB
23622,跨越世界的追寻,飞丝,KYSJDZX
23623,清明雨上,许嵩,QMYS
23624,Lilium-总谱版~妖精的旋律15N血腥动画-,动漫影视,Lilium_ZPB_YJDXL15NXXDH_
23625,c小调练习曲,9632587410,CXDLXQ
23626,温柔的钢琴曲,分手练,WRDGQQ
23627,G大调小奏鸣曲Romanze,贝多芬-beethoven,GDDXZMQRomanze
23628,说了再见（L7唯美原版，选自2010年专辑《跨时代》）,周杰伦,SLZJ_L7WMYB_XZ2010NZJ_KSD__
23629,野玫瑰,季城,YMG
23630,班卓琴手（汤普森简易钢琴教程1）,约翰 . 汤普森,BZQS_TPSJYGQJC1_
23631,献给孩子们 考级,考级曲目,XGHZM_KJ
23632,小李飞刀（琴笛合奏）,影视,XLFD_QDHZ_
23633,原来,林俊杰,YL
23634,サクラ——矶村由纪子,矶村由纪子,CYJZ
23635,小汤4.5.7(孤独的小河),约翰 . 汤普森,XT4_5_7_GDDXH_
23636,肖斯塔科维奇第二钢琴协奏曲第一乐章,肖斯塔科维奇,XSTKWQDEGQXZQDYLZ
23637,你把爱情给了谁,王强,NBAQGLS
23638,小汤第一册下(27公主圆舞曲),约翰 . 汤普森,XTDYCX_27GZYWQ_
23639,童年,罗大佑,TN
23640,里表情人,初音未来,LBQR
23641,小闻初吻花香（画皮II配乐，钢琴版）,石田胜范,XWCWHX_HPIIPL_GQB_
23642,卡农（我的野蛮女友）,帕赫贝尔-Pachelbel,KN_WDYMNY_
23643,圣诞快乐,世界名曲,SDKL
23644,归来（The Return，布格缪勒钢琴进阶25曲作品100第23首）,布格缪勒,GL_The_Return_BG_LGQJJ25QZP100D23S_
23645,枉凝眉-《红楼梦》主题曲,影视,WNM__HLM_ZTQ
23646,菊花台,周杰伦,JHT
23647,幽灵公主OST（笛子与钢琴版）,久石让,YLGZOST_DZYGQB_
23648,在水一方,邓丽君,ZSYF
23649,沉思,马思耐,CS
23650,美国往事主题音乐 弦乐版,Ennio Morricone.埃尼奥 莫里康,MGWSZTYL_XLB
23651,悠久之翼Euphoric Field,悠久之翼,YJZYEuphoric_Field
23652,因为爱情,陈奕迅,YWAQ
23653,The Heart Asks Pleasure First(渴望快乐),影视,The_Heart_Asks_Pleasure_First_KWKL_
23654,班得瑞..Childhood Memory,班得瑞,BDR__Childhood_Memory
23655,爱情的喜悦,马蒂尼,AQDXY
23656,上海音协2013五级考级曲-主题与变奏,迈克尔.海顿,SHYX2013WJKJQ_ZTYBZ
23657,可爱的家（编改版）,动漫影视,KADJ_BGB_
23658,断点（弹唱版）,张敬轩,DD_DCB_
23659,つないだ手にキスを-奏之曲,Allen,S_____ZZQ
23660,千里之外,周杰伦,QLZW
23661, 转动命运之轮,ZARD,ZDMYZL
23662,火影忍者主题曲hearts grow yura yura op9 ,火影忍者,HYRZZTQhearts_grow_yura_yura_op9_
23663,车尔尼849练习曲（钢琴流畅练习曲）NO.16,车尔尼,CEN849LXQ_GQLCLXQ_NO_16
23664,A大调钢琴协奏曲 第一乐章 K488（Mozart.莫扎特）,Mozart.莫扎特,ADDGQXZQ_DYLZ_K488_Mozart_MZT_
23665,萤火虫,MonkeyLai,YHC
23666,男人KTV（C大调版本）,胡彦斌,NRKTV_CDDBB_
23667,三个人的时光,动漫影视,SGRDSG
23668,小步舞曲(四重奏),博凯里尼,XBWQ_SZZ_
23669,中国军魂,影视,ZGJH
23670,间之楔,动漫影视,JZX
23671,顺流逆流,蔡国权/徐小凤,SLNL
23672,拾彩贝,樊帆,SCB
23673,月亮代表我的心（齐秦的）,齐秦,YLDBWDX_QQD_
23674,寒蝉鸣泣之时 奈落之花,动漫影视,HCMQZS_NLZH
23675,白羊座的忧伤,石进,BYZDYS
23676,Palpitation[秋之回忆2],动漫影视,Palpitation_QZHY2_
23677,练习曲（Ｎo.17）,克拉莫,LXQ__o_17_
23678,疼爱,萧敬腾,TA
23679,来自神秘园的歌（片段）,神秘园,LZSMYDG_PD_
23680,大地的旋律,班得瑞-Bandari,DDDXL
23681,幻想即兴曲（ello修改）,肖邦-chopin,HXJXQ_elloXG_
23682,Fate14话ED光芒,树海,Fate14HEDGM
23683,电视新闻节目片头音乐编配,动漫影视,DSXWJMPTYLBP
23684,《千山暮雪》主题曲完整版,刘恺威,QSMX_ZTQWZB
23685,温柔的忘却(凉宫春日的消失),茅原.里,WRDWQ_LGCRDXS_
23686,保护色-<标准版>,影视,BHS__BZB_
23687,倾听我的心-(伴奏谱),赞美之泉,QTWDX__BZP_
23688,彩云国物语主题曲,未知,CYGWYZTQ
23689,Eternal Hope (Original Composition) - piano -,Original Composition,Eternal_Hope__Original_Composition____piano__
23690,拜厄幼儿钢琴教程No.55,拜厄,BEYEGQJCNo_55
23691,潇洒走一回（献给老奠）,叶倩文,SZYH_XGLD_
23692,花样男子(韩版)Lucky-Ashily,韩日剧,HYNZ_HB_Lucky_Ashily
23693,金曲奖杰伦宇豪双钢琴曲（单钢琴谱）,周杰伦,JQJJLYHSGQQ_DGQP_
23694,How did I fall in love with you,后街男孩,How_did_I_fall_in_love_with_you
23695,爱的致意 D大调,Edward Elgar,ADZY_DDD
23696,夜的钢琴曲五 乐队版,石进,YDGQQW_LDB
23697,lose yourself,Eminem,Lose_yourself
23698,AIR-羽根,动漫影视,AIR_YG
23699,钟（超简化版）,李斯特,Z_CJHB_
23700,D大调奏鸣曲,世界名曲,DDDZMQ
23701,小雨立可白二（不能说的秘密20首钢琴谱精品集，周杰伦）,周杰伦,XYLKBE_BNSDMM20SGQPJPJ_ZJL_
23702,红豆,王菲,HD
23703,时间都去哪了,王铮亮,SJDQNL
23704,爱的供养--最佳简单版,杨幂,ADGY__ZJJDB
23705,宁次之死,火影忍者,NCZS
23706,海洋与D大调(Ocean and Dmajor),Daydream ,HYYDDD_Ocean_and_Dmajor_
23707,后来（弹唱版，刘若英）,刘若英,HL_DCB_LRY_
23708,军队进行曲,舒伯特,JDJXQ
23709,我（钢琴版）,张国荣,W_GQB_
23710,欢乐颂,贝多芬,HLS
23711,热情探戈随想曲,emmaxcy,RQTGSXQ
23712,With memories-秋之回忆,游戏,With_memories_QZHY
23713,女巫之舞,帕格尼尼,NWZW
23714,练习曲Op.72 No.6,莫什科夫斯基-Moszkowski,LXQOp_72_No_6
23715,车尔尼299 No.13,车尔尼,CEN299_No_13
23716,Oblivious 空之境界,.浦由纪,Oblivious_KZJJ
23717,口袋妖怪-风雪城（双钢琴）,游戏,KDYG_FXC_SGQ_
23718,直至消失天与地,郑伊健,ZZXSTYD
23719,车尔尼849练习曲（钢琴流畅练习曲）NO.20,车尔尼,CEN849LXQ_GQLCLXQ_NO_20
23720,老师我想你,中国名曲,LSWXN
23721,欢迎进行曲-总谱,世界名曲,HYJXQ_ZP
23722,草原上升起不落的太阳（超级改编版）,美丽其格,CYSSQBLDTY_CJGBB_
23723,[东方永夜抄]竹取w翔～Lunatic Princess,动漫影视,DFYYC_ZQwX_Lunatic_Princess
23724,你听得到（选自2003年专辑《叶惠美》）,周杰伦,NTDD_XZ2003NZJ_YHM__
23725,友共情,古巨基,YGQ
23726,匈牙利奏鸣曲 -(hungarian sonata),理查德.克莱德曼,XYLZMQ___hungarian_sonata_
23727,星座书上（弹唱版）,许嵩,XZSS_DCB_
23728,突然好想你（送给杨宁）,周杰伦,TRHXN_SGYN_
